trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'e': 0.5417607245136586, 'a': 0.5417607245136586}",20,14,-2.0536301848264604,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'e': 0.5361683317587952, 'a': 0.5361683317587952}",20,10,-88.18312661570096,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
174,False,"{'e': 0.5305200150763831, 'a': 0.5305200150763831}",25,1,-52.38729073099056,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
175,False,"{'e': 0.5248152152271469, 'a': 0.5248152152271469}",25,0,-54.94340190651258,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
176,False,"{'e': 0.5190533673794184, 'a': 0.5190533673794184}",20,11,-7.586974105590995,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
177,False,"{'e': 0.5132339010532126, 'a': 0.5132339010532126}",30,20,-23.669797871724583,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
178,False,"{'e': 0.5073562400637448, 'a': 0.5073562400637448}",20,9,9.635108864511547,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'e': 0.5014198024643822, 'a': 0.5014198024643822}",25,0,6.840444633476807,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
180,False,"{'e': 0.4954240004890261, 'a': 0.4954240004890261}",25,5,-13.287048149110804,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
181,False,"{'e': 0.48936824049391636, 'a': 0.48936824049391636}",25,7,-41.132185848004745,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
182,False,"{'e': 0.48325192289885555, 'a': 0.48325192289885555}",20,12,12.687078264821762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'e': 0.4770744421278441, 'a': 0.4770744421278441}",25,0,-52.16417525181189,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
184,False,"{'e': 0.47083518654912254, 'a': 0.47083518654912254}",25,0,-82.73158472918462,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",1
185,False,"{'e': 0.46453353841461376, 'a': 0.46453353841461376}",20,10,-34.06884713097169,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
186,False,"{'e': 0.45816887379875987, 'a': 0.45816887379875987}",25,3,-2.843512571559392,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
187,False,"{'e': 0.4517405625367475, 'a': 0.4517405625367475}",25,11,-5.818988266058528,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
188,False,"{'e': 0.445247968162115, 'a': 0.445247968162115}",25,9,-120.70988736615699,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 3}",1
189,False,"{'e': 0.4386904478437361, 'a': 0.4386904478437361}",25,4,-87.26213240187339,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 1}",1
190,False,"{'e': 0.43206735232217347, 'a': 0.43206735232217347}",20,0,-32.39850408172015,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
191,False,"{'e': 0.4253780258453952, 'a': 0.4253780258453952}",25,0,-81.68546635847903,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",1
192,False,"{'e': 0.41862180610384914, 'a': 0.41862180610384914}",25,0,-126.86646117430296,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
193,False,"{'e': 0.41179802416488764, 'a': 0.41179802416488764}",20,10,15.733512666446623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'e': 0.4049060044065365, 'a': 0.4049060044065365}",20,5,11.463161007690747,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'e': 0.3979450644506019, 'a': 0.3979450644506019}",20,15,-30.968028818852005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'e': 0.39091451509510794, 'a': 0.39091451509510794}",25,6,1.8612821980546115,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
197,False,"{'e': 0.383813660246059, 'a': 0.383813660246059}",20,12,4.763357034380872,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'e': 0.3766417968485196, 'a': 0.3766417968485196}",20,7,14.451882899206211,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'e': 0.3693982148170048, 'a': 0.3693982148170048}",20,8,3.4192787485177263,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
200,False,"{'e': 0.36208219696517485, 'a': 0.36208219696517485}",20,3,-40.651650777009685,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
201,False,"{'e': 0.3546930189348266, 'a': 0.3546930189348266}",20,11,-18.005714034614783,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
202,False,"{'e': 0.3472299491241748, 'a': 0.3472299491241748}",30,17,10.253391971161896,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'e': 0.3396922486154166, 'a': 0.3396922486154166}",25,17,-1.997447607805394,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
204,False,"{'e': 0.33207917110157076, 'a': 0.33207917110157076}",20,0,22.385153909014445,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
205,False,"{'e': 0.3243899628125865, 'a': 0.3243899628125865}",25,10,-44.405752883446375,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 0}",1
206,False,"{'e': 0.31662386244071233, 'a': 0.31662386244071233}",25,13,-105.605690983231,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 3}",1
207,False,"{'e': 0.30878010106511944, 'a': 0.30878010106511944}",20,11,15.872837038256657,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'e': 0.3008579020757706, 'a': 0.3008579020757706}",20,11,7.716250552484678,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'e': 0.29285648109652834, 'a': 0.29285648109652834}",20,4,-15.250719262492415,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'e': 0.28477504590749364, 'a': 0.28477504590749364}",25,0,6.864175055284349,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
211,False,"{'e': 0.2766127963665686, 'a': 0.2766127963665686}",30,0,12.437366433473095,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",1
212,False,"{'e': 0.2683689243302343, 'a': 0.2683689243302343}",20,10,13.754654331931595,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'e': 0.26004261357353664, 'a': 0.26004261357353664}",25,13,11.30204092301445,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'e': 0.25163303970927203, 'a': 0.25163303970927203}",25,0,-70.56407390171128,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
215,False,"{'e': 0.24313937010636474, 'a': 0.24313937010636474}",20,16,7.430587700891424,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'e': 0.23456076380742838, 'a': 0.23456076380742838}",20,8,18.884513647850383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'e': 0.22589637144550268, 'a': 0.22589637144550268}",35,6,8.294803439861818,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 0}",1
218,False,"{'e': 0.2171453351599577, 'a': 0.2171453351599577}",20,11,-15.717036198241466,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
219,False,"{'e': 0.2083067885115573, 'a': 0.2083067885115573}",20,14,9.236247133293826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'e': 0.19937985639667286, 'a': 0.19937985639667286}",35,18,14.78112792450084,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
221,False,"{'e': 0.1903636549606396, 'a': 0.1903636549606396}",20,3,14.127846506492697,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'e': 0.181257291510246, 'a': 0.181257291510246}",25,0,24.497926006766537,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
223,False,"{'e': 0.17205986442534846, 'a': 0.17205986442534846}",20,9,10.370797185261745,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'e': 0.16277046306960194, 'a': 0.16277046306960194}",20,0,26.70624251219233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
225,False,"{'e': 0.15338816770029795, 'a': 0.15338816770029795}",20,0,33.33599026702065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
226,False,"{'e': 0.14391204937730093, 'a': 0.14391204937730093}",25,14,-23.32928924649042,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
227,False,"{'e': 0.13434116987107395, 'a': 0.13434116987107395}",25,14,13.214196975306564,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'e': 0.12467458156978468, 'a': 0.12467458156978468}",20,9,19.334560391538275,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'e': 0.11491132738548253, 'a': 0.11491132738548253}",20,14,10.409005124277435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'e': 0.10505044065933736, 'a': 0.10505044065933736}",30,18,23.187533382715362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'e': 0.09509094506593073, 'a': 0.09509094506593073}",20,10,14.93672099678514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'e': 0.08503185451659004, 'a': 0.08503185451659004}",25,14,-28.06674987753163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
233,False,"{'e': 0.07487217306175593, 'a': 0.07487217306175593}",25,17,-27.21357388844823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
234,False,"{'e': 0.06461089479237349, 'a': 0.06461089479237349}",35,15,35.678270853170226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'e': 0.05424700374029722, 'a': 0.05424700374029722}",25,16,13.694053852712267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'e': 0.043779473777700195, 'a': 0.043779473777700195}",30,13,26.10027991924186,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'e': 0.0, 'a': 0.0}",25,14,17.286050604786787,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0.0, 'a': 0.0}",25,13,22.38552661244966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0.0, 'a': 0.0}",25,14,16.186150765674086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0.0, 'a': 0.0}",20,13,10.03555464259348,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0.0, 'a': 0.0}",20,16,9.657167935499919,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0.0, 'a': 0.0}",20,11,17.77568799068127,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0.0, 'a': 0.0}",25,17,12.806032017654042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0.0, 'a': 0.0}",20,16,8.640626685314848,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0.0, 'a': 0.0}",20,13,16.271540650388324,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0.0, 'a': 0.0}",25,16,16.09260586536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'e': 0.0, 'a': 0.0}",20,7,24.065021675756576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'e': 0.0, 'a': 0.0}",20,11,19.515930096544103,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'e': 0.0, 'a': 0.0}",25,16,20.064147152956807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'e': 0.0, 'a': 0.0}",25,19,12.136283411728037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'e': 0.0, 'a': 0.0}",25,18,11.764846514507965,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'e': 0.0, 'a': 0.0}",20,0,32.30255407913473,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'e': 0.0, 'a': 0.0}",20,9,19.11363262700926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'e': 0.0, 'a': 0.0}",30,17,22.249028617167273,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'e': 0.0, 'a': 0.0}",35,20,29.70749849532056,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'e': 0.0, 'a': 0.0}",20,6,21.319132178459473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'e': 0.0, 'a': 0.0}",35,18,31.976375203505672,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'e': 0.0, 'a': 0.0}",25,14,23.09379896071182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'e': 0.0, 'a': 0.0}",25,9,31.56520494779199,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'e': 0.0, 'a': 0.0}",20,12,12.86306959494361,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'e': 0.0, 'a': 0.0}",30,20,20.15137026679385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'e': 0.0, 'a': 0.0}",20,8,23.488354421388042,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'e': 0.0, 'a': 0.0}",30,17,27.629518048472644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'e': 0.0, 'a': 0.0}",20,14,11.380089707110594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'e': 0.0, 'a': 0.0}",25,17,16.98272782044051,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'e': 0.0, 'a': 0.0}",25,11,29.051025507147216,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
